Mot	FREQ_Mean	FREQ_SD	FREQ_StResiduals	IMAGE_Mean	IMAGE_SD	IMAGE_StResiduals
senteur	4.29	1.51	0.5537	2.97	3.06	-0.0482
sentiment	5.43	1.17	-0.6604	2.38	1.69	-0.5552
sentinelle	2.08	1.02	-0.8940	3.61	4.67	1.7260
séparation	4.37	1.33	-0.7816	3.48	2.72	-0.7468
sept	5.58	1.47	1.7405	5.77	2.62	-0.0805
septembre	5.46	1.32	0.3954	3.48	3.53	0.1492
séquence	4.02	1.28	-1.2420	2.88	2.40	-0.6026
sérénité	3.04	1.35	-0.3034	2.29	1.46	-0.5603
sérieux	5.04	1.20	-1.0601	3.18	2.53	-0.7429
serin	2.56	1.41	0.7633	3.33	4.62	1.7984
seringue	2.94	1.25	-0.8940	6.05	2.53	0.1871
serment	3.14	1.31	-0.6853	3.15	3.03	-0.2315
sermon	2.76	1.30	-0.3288	3.20	3.39	0.1372
serpe	1.61	0.97	-0.0343	2.87	4.58	2.0880
serpent	3.54	1.51	0.5604	6.71	0.35	0.1446
serre	3.52	1.55	0.8982	5.13	3.92	0.8184
serre-joints	1.59	1.07	0.5672	3.20	4.33	1.4169
sérum	2.56	1.31	0.0328	3.94	3.35	-0.2305
serviteur	3.12	1.33	-0.5252	4.83	2.31	-1.1280
servitude	2.45	1.32	0.2834	2.38	2.34	-0.0924
session	5.01	1.33	-0.2149	2.98	2.28	-0.7942
sévérité	3.31	1.31	-0.8222	2.73	2.07	-0.7129
sexe	5.72	1.46	1.9408	5.18	2.96	-0.3129
sextant	1.47	0.87	-0.1435	1.90	2.62	0.8667
shampooing	5.14	1.57	1.8271	6.45	0.67	-0.2538
siamois	2.65	1.37	0.3277	5.20	3.57	0.4089
sifflement	3.48	1.29	-1.0653	4.01	4.04	0.6603
signal	4.44	1.42	-0.0780	3.93	3.35	-0.2288
signature	5.31	1.36	0.4301	5.09	2.72	-0.6125
silencieux	4.52	1.44	0.1271	3.16	3.28	0.0374
silhouette	3.73	1.28	-1.2260	5.45	2.31	-0.6897
sillage	2.00	1.18	0.2251	2.50	2.89	0.2628
sillon	2.19	1.42	1.5001	4.08	4.08	0.7116
silo	2.00	1.14	-0.0241	4.38	6.05	4.2474
simplicité	3.88	1.43	-0.1547	2.45	1.56	-0.7179
simulation	3.75	1.37	-0.5898	2.67	2.19	-0.5607
sincérité	3.61	1.28	-1.1910	2.36	1.88	-0.4113
singe	3.98	1.28	-1.2456	6.91	0.10	0.5101
sinistre	3.09	1.23	-1.1844	2.94	2.04	-0.9383
sirène	3.71	1.40	-0.3577	6.13	1.69	-0.3244
sirop	4.57	1.45	0.2406	6.14	1.59	-0.3693
site	5.05	1.38	0.2001	3.81	2.82	-0.7756
situation	5.04	1.34	-0.1051	2.70	2.59	-0.2543
six	5.65	1.43	1.5656	5.22	4.20	1.2885
skieuse	3.55	1.41	-0.2282	6.04	1.64	-0.4804
snob	3.70	1.73	2.4188	3.70	3.28	-0.2542
soeurette	2.45	1.22	-0.3988	3.77	3.88	0.4870
sofa	4.80	1.45	0.4429	6.56	0.45	-0.1108
soif	5.59	1.44	1.5252	3.84	4.12	0.8071
sol	4.37	1.68	2.0477	5.76	2.31	-0.3654
sole	2.51	1.37	0.5447	4.34	5.95	4.0343
soleil	6.13	0.92	-0.5633	6.87	0.14	0.4322
solidarité	3.81	1.33	-0.8897	2.79	2.28	-0.6160
solidité	3.68	1.35	-0.7191	3.18	2.31	-0.9287
solitaire	4.15	1.15	-2.0661	3.77	3.53	0.0338
solitude	4.35	1.23	-1.4792	3.09	2.79	-0.4304
solution	5.43	1.13	-0.9075	2.88	2.43	-0.5761
solvabilité	2.18	1.17	-0.2187	1.87	1.46	0.0800
sombrero	2.08	1.07	-0.6134	5.92	2.86	0.3266
sommaire	3.52	1.35	-0.6595	2.80	1.96	-0.8655
somme	4.75	1.45	0.3938	3.36	3.96	0.7776
sommeil	5.52	1.46	1.5491	4.54	3.28	-0.2853
sommier	2.01	1.12	-0.1676	3.22	4.88	2.3089
somnambule	3.00	1.46	0.5684	4.77	2.82	-0.6920
son	5.52	1.19	-0.3724	3.26	3.50	0.2311
sonate	1.73	1.07	0.2016	2.44	2.50	-0.0367
sondage	4.61	1.21	-1.4431	4.08	3.03	-0.6083
songe	3.08	1.55	1.2144	2.44	1.39	-0.7940
sonnerie	4.41	1.49	0.4517	4.75	4.12	0.8896
sonnette	3.43	1.49	0.4548	5.84	1.25	-0.9344
sonorité	2.98	1.32	-0.4553	2.54	2.22	-0.3892
sorbet	2.94	1.54	1.2789	5.50	3.46	0.5274
sorcier	2.95	1.50	0.9410	5.70	1.93	-0.7168
sorte	5.31	1.29	-0.0680	2.33	2.16	-0.1691
sortie	5.81	1.12	-0.2236	4.42	3.20	-0.3946
sottise	2.48	1.31	0.1623	2.47	2.46	-0.1018
soucoupe	3.26	1.46	0.3305	6.24	0.77	-0.5608
soudure	2.81	1.48	0.9494	4.68	2.86	-0.6947
souffle	4.33	1.30	-1.0132	4.16	3.69	0.1689
soufflé	3.50	1.43	-0.0527	4.15	3.24	-0.3763
souhait	4.55	1.45	0.2259	2.80	2.37	-0.5510
soulagement	3.97	1.33	-0.8957	2.97	2.28	-0.7855
soulèvement	3.25	1.37	-0.3458	3.20	2.56	-0.7286
soulier	5.27	1.44	0.9686	6.70	0.38	0.1308
soumission	3.68	1.50	0.4290	2.71	2.16	-0.6265
soupape	1.95	1.21	0.5300	3.59	4.20	1.0099
soupçon	3.40	1.17	-1.8136	2.63	2.22	-0.4932
soupe	5.22	1.15	-1.1248	6.44	0.98	-0.1807
soupir	4.00	1.35	-0.7496	4.08	3.20	-0.4143
souplesse	3.04	1.21	-1.2659	3.45	2.79	-0.6668
sourcil	4.60	1.69	2.2874	6.67	0.45	0.0853
sourd-muet	2.91	1.47	0.7476	3.97	3.88	0.4432
sourire	5.64	1.22	0.0512	6.48	1.00	-0.1070
souris	4.69	1.47	0.4954	6.94	0.05	0.5690
soutane	1.92	1.12	0.0357	3.69	4.97	2.2180
soute	2.16	1.49	2.1077	2.76	3.46	0.6086
souterrain	3.15	1.36	-0.3357	4.61	3.53	0.0457
soutien	4.31	1.23	-1.4980	2.98	2.69	-0.4352
souvenirs	5.34	1.05	-1.5277	3.47	2.96	-0.5054
spaghetti	5.36	1.25	-0.2594	6.85	0.18	0.3952
sparadrap	1.38	0.78	-0.2828	2.61	4.71	2.5711
spatule	3.90	1.56	0.8884	6.46	0.90	-0.1733
spécialiste	4.61	1.38	-0.2606	3.33	2.66	-0.7253
spécialité	4.54	1.35	-0.5332	2.18	1.72	-0.2637
spécification	3.83	1.36	-0.6753	2.45	1.80	-0.5799
spécimen	3.18	1.53	0.9575	3.33	2.69	-0.6945
spectacle	5.15	1.20	-0.9112	5.05	2.28	-1.0291
spectateur	4.25	1.34	-0.7635	4.75	2.89	-0.6325
sperme	4.18	1.47	0.1939	5.98	2.02	-0.3172
sphinx	2.12	1.28	0.6278	5.71	3.76	1.1344
spirale	2.93	1.34	-0.2566	5.87	1.28	-0.8875
splendeur	3.12	1.39	-0.0869	2.66	2.34	-0.4294
spontanéité	3.00	1.36	-0.1890	2.56	2.13	-0.4807
spore	1.97	1.25	0.7490	2.50	4.08	1.7263
squelette	3.87	1.49	0.3163	6.80	0.15	0.2970
stade	4.26	1.35	-0.6874	4.70	4.04	0.7531
stage	4.61	1.31	-0.7663	3.54	3.76	0.4153
stalactite	1.54	0.77	-0.7792	3.13	6.20	4.9472
standard	4.18	1.42	-0.1942	2.44	2.46	-0.0643
station	4.54	1.34	-0.6055	4.79	3.10	-0.3958
statistique	4.80	1.35	-0.3090	3.20	2.86	-0.4457
stature	2.88	1.24	-0.8908	3.26	3.46	0.1854
statut	4.31	1.46	0.1636	3.63	4.24	1.0548
steak	4.86	1.61	1.8206	6.59	0.61	-0.0284
stèle	1.59	1.02	0.2865	1.37	0.66	0.7079
stéthoscope	2.07	1.17	0.0095	6.00	2.86	0.4310
stimulant	3.97	1.47	0.1570	2.94	2.82	-0.2708
stimulation	4.11	1.39	-0.4385	2.75	2.22	-0.6228
stimulus	4.04	1.66	1.7608	2.81	2.34	-0.5865
stratégie	4.40	1.40	-0.2524	2.61	2.04	-0.6024
stress	5.91	1.08	-0.2364	2.98	2.59	-0.5261
structure	4.55	1.24	-1.2912	3.91	3.42	-0.1373
studio	3.84	1.40	-0.3799	5.34	2.28	-0.8125
stupéfiant	3.29	1.50	0.6260	3.19	2.43	-0.8328
stupeur	2.18	1.08	-0.7625	2.65	1.90	-0.7452
stylo	4.80	1.69	2.4668	6.70	0.32	0.1234
submersion	2.16	1.06	-0.8370	2.88	2.62	-0.4059
substance	4.45	1.32	-0.8078	3.45	2.25	-1.1458
subvention	3.93	1.43	-0.1558	2.56	1.80	-0.7135
succès	4.94	1.36	-0.0832	2.94	2.04	-0.9383
succession	3.56	1.49	0.3906	2.63	2.37	-0.3705
sucette	2.75	1.41	0.4853	6.27	1.12	-0.3983
sucre	5.53	1.28	0.2431	6.05	1.51	-0.5364
sucrerie	3.54	1.58	1.1413	5.18	2.59	-0.6715
sucrier	3.15	1.41	0.0362	5.76	1.99	-0.6098
suédois	2.54	1.27	-0.2127	3.72	3.31	-0.2188
suffixe	2.79	1.37	0.1334	3.05	2.86	-0.3314
suggestion	4.69	1.30	-0.7692	2.61	1.93	-0.6815
suif	1.71	1.09	0.3685	2.31	3.57	1.2849
sujet	5.36	1.31	0.1531	3.06	3.24	0.0733
sumo	1.77	0.86	-0.9872	4.97	4.88	2.2124
supercherie	1.95	1.13	0.0273	2.23	2.43	0.1898
supériorité	4.13	1.54	0.7464	2.87	2.19	-0.7650
supplément	4.19	1.41	-0.2671	2.92	2.28	-0.7408
supplice	2.76	1.27	-0.5358	2.48	1.93	-0.5274
support	4.44	1.32	-0.8138	4.23	3.50	-0.0699
supposition	4.07	1.19	-1.8320	2.16	1.82	-0.1681
surdité	2.98	1.41	0.2045	3.16	3.10	-0.1632
sûreté	3.33	1.31	-0.8361	2.54	2.19	-0.4123
surplus	4.34	1.20	-1.6798	3.33	2.13	-1.1690
surprise	5.08	1.19	-1.0717	3.67	2.04	-1.3991
sursaut	3.20	1.38	-0.2317	4.02	3.20	-0.4090
surveillance	4.20	1.46	0.1214	3.27	2.62	-0.7175
survie	4.13	1.37	-0.5822	2.93	2.31	-0.7253
survol	3.74	1.11	-2.3194	3.37	3.10	-0.3019
suspens	3.59	1.33	-0.8331	2.38	1.96	-0.3813
suspension	3.70	1.21	-1.6869	3.12	3.03	-0.2088
syllabe	3.70	1.59	1.1705	4.04	4.00	0.6003
symétrie	3.26	1.52	0.8107	4.01	2.59	-1.0336
sympathie	4.36	1.31	-0.9285	2.69	1.82	-0.8428
syndicat	3.98	1.43	-0.1539	3.05	3.10	-0.0778
synonyme	4.51	1.46	0.2760	2.76	2.43	-0.4579
synthèse	4.23	1.34	-0.7708	2.61	2.40	-0.3219
tabassée	2.01	1.04	-0.6317	2.76	3.65	0.8449
tabatière	1.93	1.29	1.1129	3.36	4.28	1.2500
table	6.17	0.97	-0.2067	6.77	0.28	0.2496
tablette	4.73	1.42	0.1437	6.27	0.98	-0.4516
tabou	3.19	1.25	-1.1415	2.68	2.92	0.0903
tache	4.88	1.39	0.0700	4.91	3.57	0.2219
tact	2.68	1.45	0.8901	2.25	1.96	-0.2054
talent	5.02	1.39	0.2360	3.12	2.76	-0.4863
talisman	1.87	0.94	-0.8431	3.29	3.76	0.5531
talon	4.08	1.62	1.4148	6.35	0.98	-0.3267
talus	1.57	1.02	0.3406	2.28	3.88	1.7319
tambour	3.27	1.42	0.0135	6.61	0.37	-0.0339
tamis	1.93	0.95	-0.9324	3.93	5.43	2.9915
tampon	4.47	1.50	0.5678	6.23	1.46	-0.3036
tam-tam	2.26	1.24	0.0771	5.70	3.92	1.3357
tante	5.16	1.32	-0.0849	5.41	3.17	0.1027
taon	1.77	1.10	0.2761	3.48	6.66	5.7609
tapioca	2.25	1.54	2.3361	4.83	5.02	2.3711
tapisserie	3.36	1.42	-0.0496	5.66	2.28	-0.5022
tarif	3.86	1.49	0.3170	3.13	2.66	-0.5881
tartare	2.21	1.20	-0.0876	3.95	4.28	1.0281
tas	3.83	1.89	3.9506	3.81	3.61	0.1180
tasse	5.28	1.42	0.8306	6.85	0.18	0.3952
tatou	4.08	1.62	1.4148	5.97	2.16	-0.2239
taudis	2.11	1.34	1.0708	3.26	4.33	1.3758
taupe	2.22	1.04	-1.0698	5.72	2.92	0.1554
taureau	3.30	1.72	2.5213	6.69	0.36	0.1092
taxi	5.16	1.42	0.6509	6.68	0.42	0.0995
technicien	4.19	1.47	0.1969	4.45	2.92	-0.6915
technique	4.93	1.37	-0.0216	2.62	1.96	-0.6737
technologie	5.16	1.37	0.2763	3.27	2.59	-0.7472
teinte	3.54	1.25	-1.3668	3.83	2.89	-0.7126
tek	1.10	0.30	-0.8082	1.08	0.14	1.2583
télégramme	2.44	1.40	0.8848	4.66	3.10	-0.4484
téléphone	6.36	0.94	0.1530	6.80	0.30	0.3090
télescope	3.36	1.45	0.1816	6.45	0.92	-0.1838
téléspectateur	3.33	1.62	1.6032	4.70	2.59	-0.9408
téléviseur	4.18	1.93	4.3941	6.80	0.24	0.3031
témoignage	3.81	1.33	-0.8897	3.06	2.69	-0.5024
tempérament	3.68	1.42	-0.1983	2.83	2.10	-0.7930
température	6.05	1.16	0.5773	3.94	3.46	-0.0976
tempête	4.98	1.18	-1.2632	6.11	0.77	-0.7508
tempo	2.48	1.28	-0.0464	3.37	4.80	2.0629
temporalité	2.43	1.41	0.9774	1.75	1.25	0.1861
ténacité	2.78	1.21	-0.9621	2.20	1.72	-0.2926
tendance	4.62	1.33	-0.6165	2.41	1.19	-0.8488
tendon	3.28	1.58	1.2951	4.66	3.20	-0.3300
tendresse	4.05	1.39	-0.4494	3.16	1.88	-1.2343
ténèbres	2.60	1.47	1.1653	3.56	3.20	-0.2813
tension	4.12	1.33	-0.8746	3.29	2.86	-0.5065
tentacule	2.33	1.19	-0.3807	5.61	3.50	0.6842
tentation	3.90	1.37	-0.6067	2.62	1.74	-0.8158
tente	4.30	1.50	0.4771	6.19	2.37	0.2509
tenue	3.84	1.45	0.0028	3.37	2.69	-0.7184
terminal	3.45	1.40	-0.2548	3.39	2.76	-0.6666
terminus	3.52	1.45	0.0925	4.84	2.79	-0.6928
terrasse	3.86	1.33	-0.8947	5.58	1.80	-0.9351
terreur	3.88	1.49	0.3158	3.48	2.72	-0.7468
terrier	2.81	1.53	1.3536	4.86	4.12	0.9405
terrorisme	4.40	1.62	1.5319	3.68	3.20	-0.3295
testament	3.52	1.39	-0.3651	4.40	2.53	-1.0816
testostérone	3.69	1.42	-0.2011	3.36	3.57	0.2621
têtard	2.54	1.49	1.4180	5.72	3.24	0.4988
tête	6.20	0.94	-0.2823	6.65	0.52	0.0609
tétine	2.50	1.43	1.0122	5.37	3.76	0.7948
thé	4.95	1.50	1.0039	6.20	1.19	-0.4774
thème	4.47	1.37	-0.4342	2.88	2.53	-0.4934
thermomètre	4.29	1.56	0.9659	6.63	0.59	0.0395
thermos	3.41	1.43	-0.0041	6.42	0.81	-0.2674
thermostat	3.66	1.62	1.4403	6.29	0.98	-0.4208
thyroïde	2.60	1.53	1.6487	3.91	4.33	1.0982
tibia	2.73	1.48	1.0559	5.54	3.69	0.8526
ticket	4.71	1.46	0.4346	5.68	2.46	-0.3257
tige	3.60	1.69	2.0829	5.94	1.66	-0.5981
timbale	2.34	1.26	0.0616	4.51	5.38	2.9238
timbre	4.39	1.40	-0.2578	6.65	0.42	0.0450
timidité	3.75	1.28	-1.2303	2.80	1.90	-0.9034
tintamarre	1.83	1.10	0.1291	3.23	3.76	0.5929
tirage	4.12	1.38	-0.5107	4.20	2.59	-1.0427
tirelire	2.40	1.19	-0.5065	5.94	2.89	0.3866
tiret	3.70	1.41	-0.2797	4.61	4.12	0.8376
tiroir	4.81	1.57	1.4264	6.33	0.85	-0.4014
tisane	3.71	1.66	1.7790	5.90	2.22	-0.2682
tison	2.19	1.44	1.6537	3.50	4.97	2.2978
tissage	2.56	1.20	-0.7087	4.34	2.79	-0.8457
titre	5.55	1.36	0.8476	4.05	3.96	0.5433
titulaire	3.16	1.46	0.4128	3.16	3.50	0.3012
toc	2.37	1.52	1.9484	1.60	1.21	0.4398
toiture	3.28	1.41	-0.0699	6.02	1.54	-0.5639
tomate	5.11	1.40	0.4295	6.98	0.01	0.6499
tombeau	3.06	1.52	0.9867	6.12	1.66	-0.3540
tombée	4.39	1.40	-0.2578	3.33	2.96	-0.4267
tome	2.58	1.35	0.2873	4.01	4.16	0.8361
ton	4.56	1.95	4.7987	3.38	4.88	2.2074
tonique	2.52	1.37	0.5284	2.94	2.66	-0.4308
tonneau	2.69	1.34	0.0516	5.13	4.00	0.9296
tonnerre	3.71	1.57	0.9983	4.68	4.45	1.3626
toque	2.37	1.56	2.2793	3.86	5.86	3.8566
torche	3.02	1.23	-1.1143	6.14	1.46	-0.4358
torchon	3.07	1.36	-0.2607	5.41	3.06	-0.0137
tornade	3.75	1.44	-0.0615	6.47	0.50	-0.2554
torpeur	2.06	1.22	0.3519	2.08	1.80	-0.0656
torpille	2.21	1.14	-0.4646	4.34	5.52	3.1617
torrent	2.45	1.34	0.4263	3.35	4.00	0.8396
torsion	2.40	1.45	1.3369	3.31	3.76	0.5404
tortue	3.36	1.56	1.0708	6.85	0.13	0.3926
torture	3.51	1.34	-0.7270	4.65	2.79	-0.7724
total	5.62	1.33	0.7651	3.01	2.37	-0.7448
totalité	4.08	1.35	-0.7388	2.94	2.50	-0.5766
totem	2.30	1.36	0.8392	5.81	3.06	0.4062
toucan	1.97	0.77	-1.8549	5.08	5.95	4.3254
toupie	2.75	1.36	0.1133	6.30	1.28	-0.2871
tourbière	2.36	1.42	1.1769	3.75	5.29	2.7723
tourbillon	3.25	1.37	-0.3458	5.66	1.93	-0.7608
tourelle	1.66	1.00	-0.0076	3.56	5.43	3.1064
tourisme	4.01	1.43	-0.1514	3.84	3.13	-0.4570
tourment	2.79	1.34	-0.0849	2.50	2.40	-0.1923
tournage	3.49	1.22	-1.5423	3.77	2.16	-1.3459
tournant	3.34	1.20	-1.5843	3.45	2.50	-0.9395
tourne-disque	2.58	1.41	0.7320	6.54	0.77	-0.0752
tournée	4.18	1.32	-0.9300	3.26	3.06	-0.2714
tournesol	3.66	1.60	1.2674	6.64	0.49	0.0378
tournevis	3.90	1.59	1.1422	6.78	0.22	0.2633
tourniquet	1.91	0.89	-1.1827	4.87	3.92	0.6612
tournoi	4.22	1.36	-0.6293	4.18	2.19	-1.3818
tourterelle	2.36	1.19	-0.4353	5.56	4.08	1.4125
toutou	4.55	1.65	1.8910	6.30	1.61	-0.1159
toux	4.27	1.60	1.2971	4.61	3.46	-0.0466
tracas	2.62	1.21	-0.7363	2.65	1.99	-0.6878
tracé	3.44	1.50	0.5295	3.43	3.28	-0.1350
traction	2.94	1.53	1.1964	3.15	3.65	0.4992
tradition	4.56	1.30	-0.8746	2.97	2.04	-0.9649
traduction	4.25	1.31	-0.9770	2.56	2.10	-0.5025
trafic	5.40	1.57	2.2313	5.47	1.88	-0.9911
tragédie	4.05	1.50	0.4044	3.23	2.25	-1.0125
tragédien	1.70	1.01	-0.0571	2.38	2.07	-0.3005
trahison	3.35	1.39	-0.2694	2.63	1.30	-1.0647
traîne	3.26	1.47	0.4092	3.62	3.65	0.2299
traite	3.90	1.41	-0.3080	2.55	2.04	-0.5328
traité	3.80	1.55	0.8133	2.88	2.40	-0.6026
traitement	4.61	1.20	-1.5078	3.27	2.82	-0.5273
trampoline	3.42	1.50	0.5409	6.76	0.23	0.2261
tranchant	3.40	1.30	-0.9512	4.29	2.86	-0.7841
tranchée	3.45	1.61	1.4427	4.25	3.50	-0.0689
tranquillité	4.44	1.34	-0.6709	3.33	2.28	-1.0534
transaction	4.50	1.60	1.4198	3.22	2.69	-0.6226
transfert	4.31	1.19	-1.7580	3.02	2.07	-0.9869
transformation	4.43	1.43	-0.0073	3.36	2.69	-0.7125
transistor	1.63	0.84	-0.7194	2.63	2.79	0.0093
transport	5.11	1.33	-0.0837	4.84	2.82	-0.6597
trappe	3.10	1.33	-0.5064	5.18	2.99	-0.2766
travailleur	4.94	1.51	1.0729	4.37	2.79	-0.8417
travée	1.91	1.04	-0.4052	1.91	2.34	0.6019
travers	4.72	1.39	-0.0920	2.75	2.16	-0.6686
traversée	3.76	1.32	-0.9529	3.55	2.92	-0.5795
traversier	3.11	1.40	-0.0026	5.56	2.99	0.0557
trèfle	3.18	1.36	-0.3620	6.51	0.59	-0.1705
treillis	2.16	1.56	2.6811	3.12	4.84	2.3063
tremblement	3.73	1.33	-0.8756	4.75	2.46	-1.0340
trésor	3.73	1.47	0.1772	6.30	1.10	-0.3603
triage	3.15	1.58	1.4013	3.54	3.03	-0.4663
triangle	4.33	1.43	-0.0601	6.74	0.36	0.2020
tribu	3.02	1.38	-0.0629	4.65	2.46	-1.0726
tribunal	3.49	1.28	-1.1394	4.58	2.76	-0.8277
tribune	3.09	1.43	0.2444	3.46	3.42	0.0221
tricot	3.01	1.16	-1.5531	6.08	1.17	-0.6588
trimestre	3.95	1.40	-0.3834	3.16	2.96	-0.3119
trio	3.72	1.51	0.4996	4.56	3.06	-0.5185
triomphe	2.98	1.25	-0.9385	3.25	2.59	-0.7339
tristesse	4.41	1.50	0.5320	3.31	2.53	-0.8307
trombone	3.94	1.66	1.7530	6.59	0.62	-0.0250
trompette	3.52	1.61	1.4074	6.73	0.42	0.1919
tronc	3.90	1.49	0.3150	6.21	1.54	-0.2945
trône	2.88	1.25	-0.8239	5.61	2.86	-0.0338
trottinette	2.56	1.19	-0.7729	5.51	2.86	-0.1351
trottoir	4.94	1.38	0.0640	6.65	0.40	0.0413
troupeau	3.38	1.30	-0.9389	5.81	1.49	-0.8574
trousse	3.76	1.31	-1.0235	4.95	2.07	-1.2482
truc	4.48	1.70	2.2930	2.51	2.16	-0.3989
truelle	1.88	1.12	0.1291	2.58	4.67	2.5340
tuba	2.31	1.49	1.8155	5.94	2.89	0.3866
tube	4.25	1.47	0.2175	6.28	1.06	-0.4071
tuile	3.56	1.62	1.4764	5.84	1.51	-0.8082
tulipe	3.62	1.58	1.1096	6.90	0.12	0.4907
tumeur	3.77	1.36	-0.6668	4.76	3.03	-0.4846
tumulte	1.57	0.73	-1.0223	1.98	1.77	0.0737
tunique	2.05	1.17	0.0525	4.65	3.92	0.5666
tunnel	4.18	1.33	-0.8588	6.27	1.06	-0.4225
tuque	4.66	1.66	2.0665	6.49	1.39	0.0755
turbine	2.30	1.21	-0.1961	4.34	4.20	0.8975
tympan	3.16	1.51	0.8116	5.54	2.56	-0.3884
ulcère	2.94	1.41	0.2490	4.61	3.20	-0.3469
unicité	2.55	1.60	2.3149	2.06	1.85	-0.0003
uniforme	4.33	1.21	-1.6199	5.56	1.99	-0.8270
union	4.40	1.31	-0.9074	3.70	2.99	-0.5674
unisson	2.51	1.32	0.1835	2.22	1.54	-0.4236
urgence	5.01	1.16	-1.3517	3.81	2.66	-0.9356
urine	3.70	1.36	-0.6517	6.21	1.44	-0.3458
urne	2.04	0.96	-1.1271	4.66	4.08	0.7959
usage	4.72	1.41	0.0584	2.43	1.88	-0.5019
usure	3.00	1.43	0.3355	3.50	2.76	-0.7248
utilisation	4.66	1.46	0.3907	2.59	2.07	-0.5587
vacance	5.34	1.35	0.4059	4.19	2.69	-0.9520
vacances	5.63	1.19	-0.1627	4.20	3.06	-0.5735
vacarme	2.43	1.13	-0.9325	3.16	3.17	-0.0850
vaccin	4.18	1.32	-0.9300	5.73	1.74	-0.8059
vaccination	3.83	1.31	-1.0338	4.73	2.99	-0.5341
vache	4.91	1.49	0.8771	6.90	0.09	0.4897
vague	4.01	1.50	0.3994	6.52	0.71	-0.1276
vague	2.62	1.64	2.5549	2.97	4.97	2.6594
vaisseau	3.42	1.53	0.7850	5.40	2.82	-0.2719
vaisselier	2.41	1.48	1.5554	4.70	4.58	1.5733
valeur	5.02	1.31	-0.3441	2.62	2.43	-0.3067
valise	4.34	1.43	-0.0553	6.69	0.32	0.1050
vallée	3.50	1.43	-0.0527	5.84	1.56	-0.7813
vallon	1.75	1.02	-0.1294	2.95	4.62	2.0841
vanille	4.26	1.39	-0.3931	5.12	3.17	-0.1288
vanité	2.80	1.30	-0.3815	2.68	2.89	0.0553
vapeur	4.28	1.34	-0.7517	5.69	2.02	-0.6692
variation	4.03	1.16	-2.0272	2.40	1.61	-0.6260
variété	4.45	1.27	-1.1556	2.79	2.10	-0.7533
vase	3.75	1.61	1.3310	4.57	4.84	1.9619
vedette	4.27	1.24	-1.4486	4.98	2.92	-0.4811
végétal	3.93	1.47	0.1558	4.66	3.31	-0.2055
véhicule	4.69	1.59	1.4815	6.42	0.85	-0.2568
vélo	4.09	1.56	0.9042	6.89	0.09	0.4699
velours	2.98	1.32	-0.4553	5.09	2.59	-0.7348
vendeur	4.72	1.26	-1.0172	4.38	2.46	-1.1405
vendredi	6.01	1.09	0.0570	3.48	3.17	-0.2835
vengeance	3.86	1.40	-0.3815	2.72	2.43	-0.4162
venin	2.48	1.37	0.5941	4.06	3.31	-0.2884
ventre	5.37	1.27	-0.1074	6.35	1.00	-0.3198
venue	4.07	1.31	-1.0263	2.69	2.82	-0.0236
ver	3.48	1.70	2.2269	5.70	2.56	-0.2193
verbe	4.94	1.42	0.3647	3.22	3.03	-0.2818
verdict	3.33	1.52	0.7600	2.83	2.62	-0.3579
verge	2.75	1.49	1.1083	3.88	3.80	0.3530
verger	2.46	1.36	0.5543	5.36	2.79	-0.3404
verglas	3.72	1.33	-0.8733	5.63	2.40	-0.4334
vérification	4.22	1.41	-0.2574	2.51	1.61	-0.7637
vérité	4.80	1.26	-0.9399	2.37	2.92	0.4623
vernis	3.59	1.49	0.3786	5.47	1.74	-1.0770
vernissage	2.46	1.19	-0.6099	3.95	3.10	-0.5179
verrière	1.81	1.19	0.7312	2.64	4.16	1.6810
verrou	2.77	1.52	1.3240	4.22	4.28	1.0112
versant	2.56	1.28	-0.1759	3.05	3.35	0.2080
version	4.32	1.29	-1.0874	2.41	2.16	-0.2742
vertèbre	3.36	1.56	1.0708	5.87	1.96	-0.4975
vertu	3.13	1.18	-1.5455	2.17	1.28	-0.4810
veste	4.37	1.47	0.2711	6.19	0.92	-0.5913
vestiaire	4.05	1.40	-0.3745	5.94	1.42	-0.7328
vestibule	2.14	1.02	-1.0196	4.02	3.96	0.5463
vestige	2.79	1.47	0.8961	2.56	2.34	-0.3156
veston	3.48	1.51	0.5890	6.43	0.81	-0.2510
viaduc	2.21	1.27	0.3767	3.98	6.15	4.4573
viande	5.69	1.38	1.2690	6.18	1.30	-0.4579
vice-président	3.94	1.35	-0.7529	3.86	3.42	-0.1268
victime	4.86	1.30	-0.6020	3.91	2.59	-1.0182
victoire	4.23	1.25	-1.3969	3.86	3.20	-0.3821
vidéo	5.45	1.21	-0.3697	5.81	1.42	-0.8944
videur	2.43	1.29	0.1073	2.87	2.72	-0.3039
vie	6.21	0.87	-0.5962	3.22	3.57	0.3521
vieillard	4.27	1.26	-1.3143	6.04	0.94	-0.7977
vieillesse	4.37	1.37	-0.4916	4.53	2.02	-1.4639
vigilance	2.77	1.22	-0.8835	2.56	1.90	-0.6425
vigile	2.45	1.45	1.2505	2.72	3.76	1.0376
vignette	2.72	1.29	-0.3437	4.58	3.88	0.4896
vigueur	3.65	1.29	-1.1355	2.43	1.59	-0.6787
villa	2.54	1.34	0.2780	4.79	3.35	-0.1101
vin	5.05	1.45	0.7321	6.45	0.81	-0.2179
viol	4.02	1.61	1.3192	4.22	3.20	-0.4164
