word,freqlivres,freqfilms,ratio,zipf_livres,zipf_films,cgrams,tier
aubain,14.1900,0.0000,1420.0000,4.1520,0.0000,NOM,expert
drifter,37.5000,0.0200,1250.3333,4.5740,1.3010,NOM,expert
sandwich,8.1800,0.0000,819.0000,3.9128,0.0000,NOM,expert
bungalow,12.4300,0.0100,622.0000,4.0945,1.0000,NOM,expert
pradelle,6.0800,0.0000,609.0000,3.7839,0.0000,NOM,expert
squaw,6.0100,0.0000,602.0000,3.7789,0.0000,NOM,expert
layon,5.9500,0.0000,596.0000,3.7745,0.0000,NOM,expert
champenois,5.3400,0.0000,535.0000,3.7275,0.0000,"ADJ, NOM",expert
bignole,5.1400,0.0000,515.0000,3.7110,0.0000,NOM,expert
tweed,5.1400,0.0000,515.0000,3.7110,0.0000,NOM,expert
interview,5.0700,0.0000,508.0000,3.7050,0.0000,NOM,expert
popeline,4.6600,0.0000,467.0000,3.6684,0.0000,NOM,expert
mirette,4.3200,0.0000,433.0000,3.6355,0.0000,NOM,expert
varenne,4.1200,0.0000,413.0000,3.6149,0.0000,NOM,expert
harde,3.8500,0.0000,386.0000,3.5855,0.0000,NOM,expert
péremptoire,3.8500,0.0000,386.0000,3.5855,0.0000,ADJ,expert
rouquemoute,3.8500,0.0000,386.0000,3.5855,0.0000,NOM,expert
franque,3.5800,0.0000,359.0000,3.5539,0.0000,ADJ,expert
gémellaire,7.0900,0.0100,355.0000,3.8506,1.0000,ADJ,expert
cézigue,3.5100,0.0000,352.0000,3.5453,0.0000,NOM,expert
guitoune,3.5100,0.0000,352.0000,3.5453,0.0000,NOM,expert
sourdre,3.4500,0.0000,346.0000,3.5378,0.0000,VER,expert
bistre,3.4400,0.0000,345.0000,3.5366,0.0000,"ADJ, NOM",expert
entassement,3.3100,0.0000,332.0000,3.5198,0.0000,NOM,expert
murette,3.3100,0.0000,332.0000,3.5198,0.0000,NOM,expert
raidillon,3.3100,0.0000,332.0000,3.5198,0.0000,NOM,expert
caïque,3.2400,0.0000,325.0000,3.5105,0.0000,NOM,expert
résiné,3.2400,0.0000,325.0000,3.5105,0.0000,"ADJ, NOM",expert
crépi,3.0400,0.0000,305.0000,3.4829,0.0000,NOM,expert
encoignure,3.0400,0.0000,305.0000,3.4829,0.0000,NOM,expert
vouivre,3.0400,0.0000,305.0000,3.4829,0.0000,NOM,expert
échancrure,3.0400,0.0000,305.0000,3.4829,0.0000,NOM,expert
encadrant,2.9700,0.0000,298.0000,3.4728,0.0000,"ADJ, NOM",expert
sauterelles,2.7700,0.0000,278.0000,3.4425,0.0000,NOM,expert
bourrade,2.7000,0.0000,271.0000,3.4314,0.0000,NOM,expert
zanzi,8.0400,0.0200,268.3333,3.9053,1.3010,NOM,expert
dames,2.6400,0.0000,265.0000,3.4216,0.0000,NOM,expert
virginie,31.2800,0.1100,260.7500,4.4953,2.0414,NOM,intermediaire
sénéchal,5.2000,0.0100,260.5000,3.7160,1.0000,NOM,expert
halètement,2.5700,0.0000,258.0000,3.4099,0.0000,NOM,expert
soupier,2.5700,0.0000,258.0000,3.4099,0.0000,ADJ,expert
veneur,2.5700,0.0000,258.0000,3.4099,0.0000,NOM,expert
auvergnat,2.5000,0.0000,251.0000,3.3979,0.0000,"ADJ, NOM",expert
charbonneux,2.5000,0.0000,251.0000,3.3979,0.0000,ADJ,expert
futaie,2.5000,0.0000,251.0000,3.3979,0.0000,NOM,expert
commissure,2.4300,0.0000,244.0000,3.3856,0.0000,NOM,expert
décarrade,2.4300,0.0000,244.0000,3.3856,0.0000,NOM,expert
impassibilité,2.4300,0.0000,244.0000,3.3856,0.0000,NOM,expert
interallié,2.4300,0.0000,244.0000,3.3856,0.0000,ADJ,expert
nestorien,2.3600,0.0000,237.0000,3.3729,0.0000,"ADJ, NOM",expert
canotier,2.3600,0.0000,237.0000,3.3729,0.0000,NOM,expert
dentellière,2.3600,0.0000,237.0000,3.3729,0.0000,NOM,expert
duraille,2.3600,0.0000,237.0000,3.3729,0.0000,ADJ,expert
souille,2.3600,0.0000,237.0000,3.3729,0.0000,NOM,expert
djebel,2.3000,0.0000,231.0000,3.3617,0.0000,NOM,expert
boutoir,2.2300,0.0000,224.0000,3.3483,0.0000,NOM,expert
cotonnade,2.2300,0.0000,224.0000,3.3483,0.0000,NOM,expert
vantail,2.2300,0.0000,224.0000,3.3483,0.0000,NOM,expert
liséré,2.1600,0.0000,217.0000,3.3345,0.0000,NOM,expert
jauni,2.0900,0.0000,210.0000,3.3201,0.0000,ADJ,expert
pitaine,2.0900,0.0000,210.0000,3.3201,0.0000,NOM,expert
sylvie,2.0900,0.0000,210.0000,3.3201,0.0000,NOM,expert
ruissellement,4.1200,0.0100,206.5000,3.6149,1.0000,NOM,expert
serpe,4.1200,0.0100,206.5000,3.6149,1.0000,NOM,expert
galopade,2.0300,0.0000,204.0000,3.3075,0.0000,NOM,expert
placidité,2.0300,0.0000,204.0000,3.3075,0.0000,NOM,expert
coudrier,10.0700,0.0400,201.6000,4.0030,1.6021,NOM,intermediaire
désoeuvré,1.9600,0.0000,197.0000,3.2923,0.0000,"ADJ, NOM",expert
légat,1.9600,0.0000,197.0000,3.2923,0.0000,NOM,expert
goguenard,3.8500,0.0100,193.0000,3.5855,1.0000,ADJ,expert
supplicié,1.9000,0.0000,191.0000,3.2788,0.0000,"ADJ, NOM",expert
immémorial,1.8900,0.0000,190.0000,3.2765,0.0000,ADJ,expert
lacis,1.8900,0.0000,190.0000,3.2765,0.0000,NOM,expert
mimique,3.7200,0.0100,186.5000,3.5705,1.0000,"ADJ, NOM",expert
aménité,1.8200,0.0000,183.0000,3.2601,0.0000,NOM,expert
cuistance,1.8200,0.0000,183.0000,3.2601,0.0000,NOM,expert
effarement,1.8200,0.0000,183.0000,3.2601,0.0000,NOM,expert
réprobateur,1.8200,0.0000,183.0000,3.2601,0.0000,ADJ,expert
tortore,1.8200,0.0000,183.0000,3.2601,0.0000,NOM,expert
ahurissement,1.7600,0.0000,177.0000,3.2455,0.0000,NOM,expert
alhambra,1.7600,0.0000,177.0000,3.2455,0.0000,NOM,expert
bougnat,1.7600,0.0000,177.0000,3.2455,0.0000,NOM,expert
busqué,1.7600,0.0000,177.0000,3.2455,0.0000,ADJ,expert
bénard,1.7600,0.0000,177.0000,3.2455,0.0000,"ADJ, NOM",expert
exiguïté,1.7600,0.0000,177.0000,3.2455,0.0000,NOM,expert
roncier,1.7600,0.0000,177.0000,3.2455,0.0000,NOM,expert
cantonade,3.4500,0.0100,173.0000,3.5378,1.0000,NOM,expert
courette,1.6900,0.0000,170.0000,3.2279,0.0000,NOM,expert
dégauchir,1.6900,0.0000,170.0000,3.2279,0.0000,VER,expert
galoche,1.6900,0.0000,170.0000,3.2279,0.0000,NOM,expert
toulousain,1.6900,0.0000,170.0000,3.2279,0.0000,"ADJ, NOM",expert
moleskine,3.3100,0.0100,166.0000,3.5198,1.0000,NOM,expert
zingaro,17.9700,0.1000,163.4545,4.2545,2.0000,NOM,intermediaire
clepsydre,1.6200,0.0000,163.0000,3.2095,0.0000,NOM,expert
cyprin,1.6200,0.0000,163.0000,3.2095,0.0000,NOM,expert
faconde,1.6200,0.0000,163.0000,3.2095,0.0000,NOM,expert
pierreux,1.6200,0.0000,163.0000,3.2095,0.0000,ADJ,expert
brame,3.2400,0.0100,162.5000,3.5105,1.0000,NOM,expert
abside,1.5500,0.0000,156.0000,3.1903,0.0000,NOM,expert
casemate,1.5500,0.0000,156.0000,3.1903,0.0000,NOM,expert
cassine,1.5500,0.0000,156.0000,3.1903,0.0000,NOM,expert
foisonnement,1.5500,0.0000,156.0000,3.1903,0.0000,NOM,expert
goulée,1.5500,0.0000,156.0000,3.1903,0.0000,NOM,expert
grondin,1.5500,0.0000,156.0000,3.1903,0.0000,NOM,expert
kiosk,1.5500,0.0000,156.0000,3.1903,0.0000,NOM,expert
mandore,1.5500,0.0000,156.0000,3.1903,0.0000,NOM,expert
masaï,4.6700,0.0200,156.0000,3.6693,1.3010,"ADJ, NOM",expert
salingue,1.5500,0.0000,156.0000,3.1903,0.0000,ADJ,expert
skunks,1.5500,0.0000,156.0000,3.1903,0.0000,NOM,expert
volubilité,1.5500,0.0000,156.0000,3.1903,0.0000,NOM,expert
grouillement,4.5300,0.0200,151.3333,3.6561,1.3010,NOM,expert
normalien,1.4900,0.0000,150.0000,3.1732,0.0000,"ADJ, NOM",expert
antienne,1.4900,0.0000,150.0000,3.1732,0.0000,NOM,expert
gaullisme,1.4900,0.0000,150.0000,3.1732,0.0000,NOM,expert
gazogène,1.4900,0.0000,150.0000,3.1732,0.0000,NOM,expert
irréductible,1.4900,0.0000,150.0000,3.1732,0.0000,ADJ,expert
margay,1.4900,0.0000,150.0000,3.1732,0.0000,NOM,expert
placette,1.4900,0.0000,150.0000,3.1732,0.0000,NOM,expert
pébroque,1.4900,0.0000,150.0000,3.1732,0.0000,NOM,expert
péristyle,1.4900,0.0000,150.0000,3.1732,0.0000,NOM,expert
remuement,1.4900,0.0000,150.0000,3.1732,0.0000,NOM,expert
trèpe,1.4900,0.0000,150.0000,3.1732,0.0000,NOM,expert
bâtardise,2.9700,0.0100,149.0000,3.4728,1.0000,NOM,expert
louvet,2.9100,0.0100,146.0000,3.4639,1.0000,ADJ,expert
vasque,2.9100,0.0100,146.0000,3.4639,1.0000,NOM,expert
ceint,1.4200,0.0000,143.0000,3.1523,0.0000,ADJ,expert
draperie,1.4200,0.0000,143.0000,3.1523,0.0000,NOM,expert
déférent,1.4200,0.0000,143.0000,3.1523,0.0000,ADJ,expert
espagnolette,1.4200,0.0000,143.0000,3.1523,0.0000,NOM,expert
hautesse,1.4200,0.0000,143.0000,3.1523,0.0000,NOM,expert
interviewer,1.4200,0.0000,143.0000,3.1523,0.0000,"NOM, VER",expert
khâgne,1.4200,0.0000,143.0000,3.1523,0.0000,NOM,expert
lumignon,1.4200,0.0000,143.0000,3.1523,0.0000,NOM,expert
tellurique,1.4200,0.0000,143.0000,3.1523,0.0000,ADJ,expert
télègue,1.4200,0.0000,143.0000,3.1523,0.0000,NOM,expert
youyou,1.4200,0.0000,143.0000,3.1523,0.0000,NOM,expert
éolien,1.4200,0.0000,143.0000,3.1523,0.0000,"ADJ, NOM",expert
mélopée,2.8400,0.0100,142.5000,3.4533,1.0000,NOM,expert
bonhomie,4.1200,0.0200,137.6667,3.6149,1.3010,NOM,expert
innombrable,4.1200,0.0200,137.6667,3.6149,1.3010,ADJ,expert
noirâtre,4.1200,0.0200,137.6667,3.6149,1.3010,ADJ,expert
grège,1.3600,0.0000,137.0000,3.1335,0.0000,"ADJ, NOM",expert
aigrelet,1.3500,0.0000,136.0000,3.1303,0.0000,ADJ,expert
figaro,1.3500,0.0000,136.0000,3.1303,0.0000,NOM,expert
friselis,1.3500,0.0000,136.0000,3.1303,0.0000,NOM,expert
gravosse,1.3500,0.0000,136.0000,3.1303,0.0000,NOM,expert
incommunicable,1.3500,0.0000,136.0000,3.1303,0.0000,ADJ,expert
janséniste,1.3500,0.0000,136.0000,3.1303,0.0000,"ADJ, NOM",expert
marle,1.3500,0.0000,136.0000,3.1303,0.0000,ADJ,expert
moutonnement,1.3500,0.0000,136.0000,3.1303,0.0000,NOM,expert
pastaga,1.3500,0.0000,136.0000,3.1303,0.0000,NOM,expert
poupin,1.3500,0.0000,136.0000,3.1303,0.0000,ADJ,expert
rumination,1.3500,0.0000,136.0000,3.1303,0.0000,NOM,expert
steward,1.3500,0.0000,136.0000,3.1303,0.0000,NOM,expert
volubilis,1.3500,0.0000,136.0000,3.1303,0.0000,NOM,expert
claude,2.6400,0.0100,132.5000,3.4216,1.0000,NOM,expert
saillir,2.6400,0.0100,132.5000,3.4216,1.0000,VER,expert
pascal,31.2200,0.2300,130.1250,4.4944,2.3617,"ADJ, NOM",intermediaire
ascèse,1.2800,0.0000,129.0000,3.1072,0.0000,NOM,expert
canebière,1.2800,0.0000,129.0000,3.1072,0.0000,NOM,expert
coutil,1.2800,0.0000,129.0000,3.1072,0.0000,NOM,expert
feldwebel,1.2800,0.0000,129.0000,3.1072,0.0000,NOM,expert
gibecière,1.2800,0.0000,129.0000,3.1072,0.0000,NOM,expert
modelé,1.2800,0.0000,129.0000,3.1072,0.0000,NOM,expert
pavement,1.2800,0.0000,129.0000,3.1072,0.0000,NOM,expert
schpile,1.2800,0.0000,129.0000,3.1072,0.0000,NOM,expert
tartir,1.2800,0.0000,129.0000,3.1072,0.0000,VER,expert
touffeur,1.2800,0.0000,129.0000,3.1072,0.0000,NOM,expert
mâchefer,2.5700,0.0100,129.0000,3.4099,1.0000,NOM,expert
échassier,2.5700,0.0100,129.0000,3.4099,1.0000,NOM,expert
carrée,3.7800,0.0200,126.3333,3.5775,1.3010,NOM,expert
lainage,2.5000,0.0100,125.5000,3.3979,1.0000,NOM,expert
auvergne,1.2200,0.0000,123.0000,3.0864,0.0000,NOM,expert
bestiaire,1.2200,0.0000,123.0000,3.0864,0.0000,NOM,expert
colombelle,1.2200,0.0000,123.0000,3.0864,0.0000,NOM,expert
dépossession,1.2200,0.0000,123.0000,3.0864,0.0000,NOM,expert
exécration,1.2200,0.0000,123.0000,3.0864,0.0000,NOM,expert
fouaille,1.2200,0.0000,123.0000,3.0864,0.0000,NOM,expert
glandilleux,1.2200,0.0000,123.0000,3.0864,0.0000,ADJ,expert
hululement,1.2200,0.0000,123.0000,3.0864,0.0000,NOM,expert
hypokhâgne,1.2200,0.0000,123.0000,3.0864,0.0000,NOM,expert
prote,1.2200,0.0000,123.0000,3.0864,0.0000,NOM,expert
quinconce,1.2200,0.0000,123.0000,3.0864,0.0000,NOM,expert
vertex,1.2200,0.0000,123.0000,3.0864,0.0000,NOM,expert
glacis,3.5800,0.0200,119.6667,3.5539,1.3010,NOM,expert
fébrilité,2.3600,0.0100,118.5000,3.3729,1.0000,NOM,expert
entrebâillement,3.5100,0.0200,117.3333,3.5453,1.3010,NOM,expert
soldatesque,1.1500,0.0000,116.0000,3.0607,0.0000,"ADJ, NOM",expert
blanchet,1.1500,0.0000,116.0000,3.0607,0.0000,NOM,expert
cadastral,1.1500,0.0000,116.0000,3.0607,0.0000,ADJ,expert
coterie,1.1500,0.0000,116.0000,3.0607,0.0000,NOM,expert
dolmen,1.1500,0.0000,116.0000,3.0607,0.0000,NOM,expert
dévider,1.1500,0.0000,116.0000,3.0607,0.0000,VER,expert
gourance,1.1500,0.0000,116.0000,3.0607,0.0000,NOM,expert
lutrin,1.1500,0.0000,116.0000,3.0607,0.0000,NOM,expert
niçois,1.1500,0.0000,116.0000,3.0607,0.0000,"ADJ, NOM",expert
oeilleton,1.1500,0.0000,116.0000,3.0607,0.0000,NOM,expert
opinel,1.1500,0.0000,116.0000,3.0607,0.0000,NOM,expert
resserrement,1.1500,0.0000,116.0000,3.0607,0.0000,NOM,expert
roblot,1.1500,0.0000,116.0000,3.0607,0.0000,NOM,expert
simultanéité,1.1500,0.0000,116.0000,3.0607,0.0000,NOM,expert
séculier,1.1500,0.0000,116.0000,3.0607,0.0000,ADJ,expert
tournelle,1.1500,0.0000,116.0000,3.0607,0.0000,NOM,expert
ébahissement,1.1500,0.0000,116.0000,3.0607,0.0000,NOM,expert
affleurer,1.0800,0.0000,109.0000,3.0334,0.0000,VER,expert
approbateur,1.0800,0.0000,109.0000,3.0334,0.0000,ADJ,expert
bowling,1.0800,0.0000,109.0000,3.0334,0.0000,NOM,expert
gardénal,1.0800,0.0000,109.0000,3.0334,0.0000,NOM,expert
poudroiement,1.0800,0.0000,109.0000,3.0334,0.0000,NOM,expert
renauder,1.0800,0.0000,109.0000,3.0334,0.0000,VER,expert
rosace,1.0800,0.0000,109.0000,3.0334,0.0000,NOM,expert
shantung,1.0800,0.0000,109.0000,3.0334,0.0000,NOM,expert
sourdait,1.0800,0.0000,109.0000,3.0334,0.0000,VER,expert
statuaire,1.0800,0.0000,109.0000,3.0334,0.0000,"ADJ, NOM",expert
trolleybus,1.0800,0.0000,109.0000,3.0334,0.0000,NOM,expert
hippo,45.6100,0.4100,108.6190,4.6591,2.6128,NOM,intermediaire
reich,4.2600,0.0300,106.7500,3.6294,1.4771,NOM,expert
réprobation,5.2700,0.0400,105.6000,3.7218,1.6021,NOM,intermediaire
gaulliste,2.0900,0.0100,105.0000,3.3201,1.0000,"ADJ, NOM",expert
nirvâna,2.0900,0.0100,105.0000,3.3201,1.0000,NOM,expert
frichti,4.1200,0.0300,103.2500,3.6149,1.4771,NOM,expert
bigre,1.0100,0.0000,102.0000,3.0043,0.0000,NOM,expert
bourgeron,1.0100,0.0000,102.0000,3.0043,0.0000,NOM,expert
cessant,1.0100,0.0000,102.0000,3.0043,0.0000,ADJ,expert
croisette,1.0100,0.0000,102.0000,3.0043,0.0000,NOM,expert
galtouse,1.0100,0.0000,102.0000,3.0043,0.0000,NOM,expert
indéfrisable,1.0100,0.0000,102.0000,3.0043,0.0000,NOM,expert
morlingue,1.0100,0.0000,102.0000,3.0043,0.0000,NOM,expert
rafraîchissoir,1.0100,0.0000,102.0000,3.0043,0.0000,NOM,expert
salsifis,1.0100,0.0000,102.0000,3.0043,0.0000,NOM,expert
torsade,1.0100,0.0000,102.0000,3.0043,0.0000,NOM,expert
verdeur,1.0100,0.0000,102.0000,3.0043,0.0000,NOM,expert
ronronnement,4.9300,0.0400,98.8000,3.6928,1.6021,NOM,intermediaire
plénipotentiaire,1.9600,0.0100,98.5000,3.2923,1.0000,"ADJ, NOM",expert
rigolard,1.9600,0.0100,98.5000,3.2923,1.0000,"ADJ, NOM",expert
râble,1.9600,0.0100,98.5000,3.2923,1.0000,NOM,expert
achélème,0.9500,0.0000,96.0000,2.9777,0.0000,NOM,expert
bonnir,0.9500,0.0000,96.0000,2.9777,0.0000,VER,expert
charroi,0.9500,0.0000,96.0000,2.9777,0.0000,NOM,expert
dinguer,0.9500,0.0000,96.0000,2.9777,0.0000,VER,expert
droguet,0.9500,0.0000,96.0000,2.9777,0.0000,NOM,expert
factionnaire,0.9500,0.0000,96.0000,2.9777,0.0000,NOM,expert
glaiseux,0.9500,0.0000,96.0000,2.9777,0.0000,ADJ,expert
hivernage,0.9500,0.0000,96.0000,2.9777,0.0000,NOM,expert
héraldique,0.9500,0.0000,96.0000,2.9777,0.0000,"ADJ, NOM",expert
jalmince,0.9500,0.0000,96.0000,2.9777,0.0000,ADJ,expert
ovoïde,0.9500,0.0000,96.0000,2.9777,0.0000,ADJ,expert
parthe,0.9500,0.0000,96.0000,2.9777,0.0000,ADJ,expert
pilou,0.9500,0.0000,96.0000,2.9777,0.0000,NOM,expert
plâtras,0.9500,0.0000,96.0000,2.9777,0.0000,NOM,expert
provende,0.9500,0.0000,96.0000,2.9777,0.0000,NOM,expert
péroraison,0.9500,0.0000,96.0000,2.9777,0.0000,NOM,expert
surgissement,0.9500,0.0000,96.0000,2.9777,0.0000,NOM,expert
tambourinement,0.9500,0.0000,96.0000,2.9777,0.0000,NOM,expert
écosser,0.9500,0.0000,96.0000,2.9777,0.0000,VER,expert
gangue,1.8900,0.0100,95.0000,3.2765,1.0000,NOM,expert
violacé,1.8900,0.0100,95.0000,3.2765,1.0000,ADJ,expert
lorgnon,2.8400,0.0200,95.0000,3.4533,1.3010,NOM,expert
bleuâtre,4.6600,0.0400,93.4000,3.6684,1.6021,ADJ,intermediaire
clown,6.4900,0.0600,92.8571,3.8122,1.7782,NOM,intermediaire
artiche,1.8200,0.0100,91.5000,3.2601,1.0000,NOM,expert
ondée,1.8200,0.0100,91.5000,3.2601,1.0000,"ADJ, NOM",expert
planchette,1.8200,0.0100,91.5000,3.2601,1.0000,NOM,expert
alsacien,3.5800,0.0300,89.7500,3.5539,1.4771,"ADJ, NOM",expert
abatis,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
arpète,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
badigeon,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
basane,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
batiste,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
benjoin,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
burlingue,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
calendos,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
cingler,0.8800,0.0000,89.0000,2.9445,0.0000,VER,expert
clocheton,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
compassé,0.8800,0.0000,89.0000,2.9445,0.0000,ADJ,expert
couperosé,0.8800,0.0000,89.0000,2.9445,0.0000,ADJ,expert
disert,0.8800,0.0000,89.0000,2.9445,0.0000,ADJ,expert
dolman,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
exhalaison,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
futaille,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
garçonne,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
godille,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
grelottement,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
inconsistance,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
luisance,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
maréchaussée,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
mitraillade,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
molesquine,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
parcimonieux,0.8800,0.0000,89.0000,2.9445,0.0000,ADJ,expert
paseo,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
phtisique,0.8800,0.0000,89.0000,2.9445,0.0000,ADJ,expert
ratier,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
rubicond,0.8800,0.0000,89.0000,2.9445,0.0000,ADJ,expert
rétrospectif,0.8800,0.0000,89.0000,2.9445,0.0000,ADJ,expert
sacrificateur,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
sempiternel,0.8800,0.0000,89.0000,2.9445,0.0000,ADJ,expert
sinoquet,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
suint,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
transept,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
vallonnement,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
veiné,0.8800,0.0000,89.0000,2.9445,0.0000,ADJ,expert
ébonite,0.8800,0.0000,89.0000,2.9445,0.0000,NOM,expert
amadou,1.7600,0.0100,88.5000,3.2455,1.0000,NOM,expert
componction,1.7600,0.0100,88.5000,3.2455,1.0000,NOM,expert
flânerie,1.7600,0.0100,88.5000,3.2455,1.0000,NOM,expert
jusant,1.7600,0.0100,88.5000,3.2455,1.0000,NOM,expert
opiniâtreté,1.7600,0.0100,88.5000,3.2455,1.0000,NOM,expert
arrachement,2.6400,0.0200,88.3333,3.4216,1.3010,NOM,expert
boghei,2.6400,0.0200,88.3333,3.4216,1.3010,NOM,expert
brunâtre,3.5100,0.0300,88.0000,3.5453,1.4771,ADJ,expert
grisâtre,9.5300,0.1000,86.7273,3.9791,2.0000,ADJ,intermediaire
hétéroclite,2.5700,0.0200,86.0000,3.4099,1.3010,ADJ,expert
cagna,1.6900,0.0100,85.0000,3.2279,1.0000,NOM,expert
fourrier,1.6900,0.0100,85.0000,3.2279,1.0000,NOM,expert
tussor,1.6900,0.0100,85.0000,3.2279,1.0000,NOM,expert
débouché,2.5000,0.0200,83.6667,3.3979,1.3010,NOM,expert
jaunâtre,7.5000,0.0800,83.4444,3.8751,1.9031,ADJ,intermediaire
vaudois,0.8200,0.0000,83.0000,2.9138,0.0000,"ADJ, NOM",expert
acropole,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
ajouré,0.8100,0.0000,82.0000,2.9085,0.0000,ADJ,expert
attouchement,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
aurochs,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
balkanique,0.8100,0.0000,82.0000,2.9085,0.0000,ADJ,expert
barbouilleur,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
bourbonien,0.8100,0.0000,82.0000,2.9085,0.0000,ADJ,expert
bourrelier,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
branchage,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
choucard,0.8100,0.0000,82.0000,2.9085,0.0000,ADJ,expert
crédence,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
diskette,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
empesé,0.8100,0.0000,82.0000,2.9085,0.0000,ADJ,expert
feulement,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
herbu,0.8100,0.0000,82.0000,2.9085,0.0000,ADJ,expert
houille,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
lebel,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
longiligne,0.8100,0.0000,82.0000,2.9085,0.0000,ADJ,expert
mameluk,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
molleton,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
mornifle,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
munificence,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
olivâtre,0.8100,0.0000,82.0000,2.9085,0.0000,ADJ,expert
ombreux,0.8100,0.0000,82.0000,2.9085,0.0000,ADJ,expert
paillot,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
parados,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
policé,0.8100,0.0000,82.0000,2.9085,0.0000,ADJ,expert
poussier,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
remugle,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
roussâtre,0.8100,0.0000,82.0000,2.9085,0.0000,ADJ,expert
régalade,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
sapinière,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
seulabre,0.8100,0.0000,82.0000,2.9085,0.0000,ADJ,expert
viguier,0.8100,0.0000,82.0000,2.9085,0.0000,NOM,expert
limpidité,1.6200,0.0100,81.5000,3.2095,1.0000,NOM,expert
recroquevillé,1.6200,0.0100,81.5000,3.2095,1.0000,ADJ,expert
égoutier,1.6200,0.0100,81.5000,3.2095,1.0000,NOM,expert
embellie,2.4300,0.0200,81.3333,3.3856,1.3010,NOM,expert
maigreur,3.9900,0.0400,80.0000,3.6010,1.6021,NOM,intermediaire
ineffable,3.9200,0.0400,78.6000,3.5933,1.6021,ADJ,intermediaire
ramure,1.5500,0.0100,78.0000,3.1903,1.0000,NOM,expert
roussette,1.5500,0.0100,78.0000,3.1903,1.0000,NOM,expert
subordination,1.5500,0.0100,78.0000,3.1903,1.0000,NOM,expert
tutélaire,1.5500,0.0100,78.0000,3.1903,1.0000,ADJ,expert
prisunic,3.1100,0.0300,78.0000,3.4928,1.4771,NOM,expert
renfoncement,3.1100,0.0300,78.0000,3.4928,1.4771,NOM,expert
blanchâtre,4.6600,0.0500,77.8333,3.6684,1.6990,ADJ,intermediaire
embrasure,6.0100,0.0700,75.2500,3.7789,1.8451,NOM,intermediaire
appauvrissement,0.7400,0.0000,75.0000,2.8692,0.0000,NOM,expert
aspérité,0.7400,0.0000,75.0000,2.8692,0.0000,NOM,expert
assourdi,1.4900,0.0100,75.0000,3.1732,1.0000,ADJ,expert
banyuls,0.7400,0.0000,75.0000,2.8692,0.0000,NOM,expert
biribi,0.7400,0.0000,75.0000,2.8692,0.0000,NOM,expert
bitos,0.7400,0.0000,75.0000,2.8692,0.0000,NOM,expert
bonir,0.7400,0.0000,75.0000,2.8692,0.0000,VER,expert
