word,freqlivres,freqfilms,ratio,zipf_livres,zipf_films,cgrams,tier
licou,0.5400,0.0300,13.7500,2.7324,1.4771,NOM,expert
mandale,0.5400,0.0300,13.7500,2.7324,1.4771,NOM,expert
maugréer,0.5400,0.0300,13.7500,2.7324,1.4771,VER,expert
musarder,0.5400,0.0300,13.7500,2.7324,1.4771,VER,expert
mystifier,0.5400,0.0300,13.7500,2.7324,1.4771,VER,expert
recuit,0.5400,0.0300,13.7500,2.7324,1.4771,ADJ,expert
servage,0.5400,0.0300,13.7500,2.7324,1.4771,NOM,expert
tartre,0.5400,0.0300,13.7500,2.7324,1.4771,NOM,expert
trébuchant,0.5400,0.0300,13.7500,2.7324,1.4771,ADJ,expert
zoner,0.5400,0.0300,13.7500,2.7324,1.4771,VER,expert
économat,0.5400,0.0300,13.7500,2.7324,1.4771,NOM,expert
troquet,4.6600,0.3300,13.7353,3.6684,2.5185,NOM,intermediaire
étrangeté,4.9300,0.3500,13.7222,3.6928,2.5441,NOM,intermediaire
casqué,0.9500,0.0600,13.7143,2.9777,1.7782,ADJ,intermediaire
loustic,0.9500,0.0600,13.7143,2.9777,1.7782,NOM,intermediaire
protocolaire,0.9500,0.0600,13.7143,2.9777,1.7782,ADJ,intermediaire
cataplasme,1.2200,0.0800,13.6667,3.0864,1.9031,NOM,intermediaire
dispensateur,0.4000,0.0200,13.6667,2.6021,1.3010,"ADJ, NOM",expert
errements,1.2200,0.0800,13.6667,3.0864,1.9031,NOM,intermediaire
hellène,0.4000,0.0200,13.6667,2.6021,1.3010,"ADJ, NOM",expert
relégué,0.4000,0.0200,13.6667,2.6021,1.3010,"ADJ, NOM",expert
aubépine,0.8100,0.0500,13.6667,2.9085,1.6990,NOM,intermediaire
byzantin,0.8100,0.0500,13.6667,2.9085,1.6990,ADJ,intermediaire
converger,0.8100,0.0500,13.6667,2.9085,1.6990,VER,intermediaire
dinguerie,0.8100,0.0500,13.6667,2.9085,1.6990,NOM,intermediaire
déculotter,0.8100,0.0500,13.6667,2.9085,1.6990,VER,intermediaire
phtisie,0.8100,0.0500,13.6667,2.9085,1.6990,NOM,intermediaire
rapacité,0.8100,0.0500,13.6667,2.9085,1.6990,NOM,intermediaire
suintant,0.8100,0.0500,13.6667,2.9085,1.6990,ADJ,intermediaire
jonchée,1.4900,0.1000,13.6364,3.1732,2.0000,NOM,intermediaire
magnolia,1.4900,0.1000,13.6364,3.1732,2.0000,NOM,intermediaire
tringle,1.4900,0.1000,13.6364,3.1732,2.0000,NOM,intermediaire
bourdonner,1.0800,0.0700,13.6250,3.0334,1.8451,VER,intermediaire
desservir,1.0800,0.0700,13.6250,3.0334,1.8451,VER,intermediaire
émanation,1.0800,0.0700,13.6250,3.0334,1.8451,NOM,intermediaire
julot,1.7600,0.1200,13.6154,3.2455,2.0792,NOM,intermediaire
aplati,1.3500,0.0900,13.6000,3.1303,1.9542,ADJ,intermediaire
cheptel,1.3500,0.0900,13.6000,3.1303,1.9542,NOM,intermediaire
cramponner,1.3500,0.0900,13.6000,3.1303,1.9542,VER,intermediaire
grelotter,2.0300,0.1400,13.6000,3.3075,2.1461,VER,intermediaire
bicorne,2.3000,0.1600,13.5882,3.3617,2.2041,"ADJ, NOM",intermediaire
alvéole,1.6200,0.1100,13.5833,3.2095,2.0414,NOM,intermediaire
marqueterie,1.6200,0.1100,13.5833,3.2095,2.0414,NOM,intermediaire
alternance,2.8400,0.2000,13.5714,3.4533,2.3010,NOM,intermediaire
chaussée,22.3600,1.6400,13.5576,4.3495,3.2148,NOM,debutant
rillettes,2.4300,0.1700,13.5556,3.3856,2.2304,NOM,intermediaire
soupente,2.7000,0.1900,13.5500,3.4314,2.2788,NOM,intermediaire
ledit,4.4600,0.3200,13.5455,3.6493,2.5051,ADJ,intermediaire
besogneux,1.7500,0.1200,13.5385,3.2430,2.0792,"ADJ, NOM",intermediaire
ricaner,4.5900,0.3300,13.5294,3.6618,2.5185,VER,intermediaire
adhésion,6.1500,0.4500,13.3913,3.7889,2.6532,NOM,intermediaire
vicomte,5.6100,0.4100,13.3810,3.7490,2.6128,NOM,intermediaire
déferlement,4.5300,0.3300,13.3529,3.6561,2.5185,NOM,intermediaire
platane,4.2600,0.3100,13.3437,3.6294,2.4914,NOM,intermediaire
écroulement,4.3900,0.3200,13.3333,3.6425,2.5051,NOM,intermediaire
marmaille,4.1200,0.3000,13.3226,3.6149,2.4771,NOM,intermediaire
acharnement,8.1100,0.6000,13.3115,3.9090,2.7782,NOM,intermediaire
songeur,3.4500,0.2500,13.3077,3.5378,2.3979,ADJ,intermediaire
ouate,3.5800,0.2600,13.2963,3.5539,2.4150,NOM,intermediaire
inlassable,3.3100,0.2400,13.2800,3.5198,2.3802,ADJ,intermediaire
aigreur,2.9100,0.2100,13.2727,3.4639,2.3222,NOM,intermediaire
criant,2.6400,0.1900,13.2500,3.4216,2.2788,ADJ,intermediaire
suppliant,2.7700,0.2000,13.2381,3.4425,2.3010,ADJ,intermediaire
retombée,2.5000,0.1800,13.2105,3.3979,2.2553,"ADJ, NOM",intermediaire
sautoir,2.5000,0.1800,13.2105,3.3979,2.2553,NOM,intermediaire
écolier,10.5400,0.7900,13.1875,4.0228,2.8976,NOM,intermediaire
tertre,2.2300,0.1600,13.1765,3.3483,2.2041,NOM,intermediaire
abattement,2.3600,0.1700,13.1667,3.3729,2.2304,NOM,intermediaire
chaume,4.8600,0.3600,13.1622,3.6866,2.5563,NOM,intermediaire
claquement,9.4600,0.7100,13.1528,3.9759,2.8513,NOM,intermediaire
immobile,87.5000,6.6700,13.1003,4.9420,3.8241,ADJ,debutant
gourbi,1.6900,0.1200,13.0769,3.2279,2.0792,NOM,intermediaire
obsédant,1.6900,0.1200,13.0769,3.2279,2.0792,ADJ,intermediaire
dégringolade,1.8200,0.1300,13.0714,3.2601,2.1139,NOM,intermediaire
tournoyer,3.6500,0.2700,13.0714,3.5623,2.4314,VER,intermediaire
évocation,7.3000,0.5500,13.0536,3.8633,2.7404,NOM,intermediaire
solex,3.3800,0.2500,13.0385,3.5289,2.3979,NOM,intermediaire
boubou,1.5500,0.1100,13.0000,3.1903,2.0414,NOM,intermediaire
froidure,1.5500,0.1100,13.0000,3.1903,2.0414,NOM,intermediaire
travée,1.5500,0.1100,13.0000,3.1903,2.0414,NOM,intermediaire
gabardine,3.1100,0.2300,13.0000,3.4928,2.3617,NOM,intermediaire
émerveillement,7.3600,0.5600,12.9298,3.8669,2.7482,NOM,intermediaire
bosselé,1.2800,0.0900,12.9000,3.1072,1.9542,ADJ,intermediaire
détromper,1.1500,0.0800,12.8889,3.0607,1.9031,VER,intermediaire
grattoir,1.1500,0.0800,12.8889,3.0607,1.9031,NOM,intermediaire
loyalisme,1.1500,0.0800,12.8889,3.0607,1.9031,NOM,intermediaire
modernisme,1.1500,0.0800,12.8889,3.0607,1.9031,NOM,intermediaire
rapine,1.1500,0.0800,12.8889,3.0607,1.9031,NOM,intermediaire
prospection,2.3000,0.1700,12.8333,3.3617,2.2304,NOM,intermediaire
loulou,18.7200,1.4500,12.8288,4.2723,3.1614,NOM,debutant
vestibule,12.4300,0.9600,12.8247,4.0945,2.9823,NOM,intermediaire
retentir,3.5800,0.2700,12.8214,3.5539,2.4314,VER,intermediaire
empressement,6.0100,0.4600,12.8085,3.7789,2.6628,NOM,intermediaire
pelage,5.7400,0.4400,12.7778,3.7589,2.6435,NOM,intermediaire
décontenancé,2.1600,0.1600,12.7647,3.3345,2.2041,ADJ,intermediaire
barbaque,3.1800,0.2400,12.7600,3.5024,2.3802,NOM,intermediaire
férule,1.0100,0.0700,12.7500,3.0043,1.8451,NOM,intermediaire
morosité,1.0100,0.0700,12.7500,3.0043,1.8451,NOM,intermediaire
péjoratif,1.0100,0.0700,12.7500,3.0043,1.8451,ADJ,intermediaire
flanelle,8.7800,0.6800,12.7391,3.9435,2.8325,NOM,intermediaire
butée,0.8800,0.0600,12.7143,2.9445,1.7782,NOM,intermediaire
consister,0.8800,0.0600,12.7143,2.9445,1.7782,VER,intermediaire
défraîchi,0.8800,0.0600,12.7143,2.9445,1.7782,ADJ,intermediaire
idiome,0.8800,0.0600,12.7143,2.9445,1.7782,NOM,intermediaire
injustifiable,0.8800,0.0600,12.7143,2.9445,1.7782,ADJ,intermediaire
rabiot,0.8800,0.0600,12.7143,2.9445,1.7782,NOM,intermediaire
scribouillard,0.8800,0.0600,12.7143,2.9445,1.7782,NOM,intermediaire
désemparé,3.0400,0.2300,12.7083,3.4829,2.3617,"ADJ, NOM",intermediaire
frise,3.0400,0.2300,12.7083,3.4829,2.3617,NOM,intermediaire
rêche,6.0800,0.4700,12.6875,3.7839,2.6721,ADJ,intermediaire
contrit,1.8900,0.1400,12.6667,3.2765,2.1461,ADJ,intermediaire
fastueux,1.8900,0.1400,12.6667,3.2765,2.1461,ADJ,intermediaire
saisissement,1.8900,0.1400,12.6667,3.2765,2.1461,NOM,intermediaire
blafard,4.8000,0.3700,12.6579,3.6812,2.5682,ADJ,intermediaire
burnous,1.7600,0.1300,12.6429,3.2455,2.1139,NOM,intermediaire
plombé,1.7600,0.1300,12.6429,3.2455,2.1139,ADJ,intermediaire
carabosse,1.6200,0.1200,12.5385,3.2095,2.0792,NOM,intermediaire
décrépitude,1.6200,0.1200,12.5385,3.2095,2.0792,NOM,intermediaire
édredon,5.0000,0.3900,12.5250,3.6990,2.5911,NOM,intermediaire
berne,1.4900,0.1100,12.5000,3.1732,2.0414,NOM,intermediaire
connétable,1.4900,0.1100,12.5000,3.1732,2.0414,NOM,intermediaire
arcane,0.7400,0.0500,12.5000,2.8692,1.6990,NOM,intermediaire
duveteux,0.7400,0.0500,12.5000,2.8692,1.6990,ADJ,intermediaire
estafilade,0.7400,0.0500,12.5000,2.8692,1.6990,NOM,intermediaire
gésier,0.7400,0.0500,12.5000,2.8692,1.6990,NOM,intermediaire
infantilisme,0.7400,0.0500,12.5000,2.8692,1.6990,NOM,intermediaire
scandaliser,0.7400,0.0500,12.5000,2.8692,1.6990,VER,intermediaire
linoléum,2.3600,0.1800,12.4737,3.3729,2.2553,NOM,intermediaire
régularité,6.9600,0.5500,12.4464,3.8426,2.7404,NOM,intermediaire
marchepied,4.5900,0.3600,12.4324,3.6618,2.5563,NOM,intermediaire
calorifère,0.6100,0.0400,12.4000,2.7853,1.6021,"ADJ, NOM",intermediaire
asphyxié,0.6100,0.0400,12.4000,2.7853,1.6021,ADJ,intermediaire
atrophié,0.6100,0.0400,12.4000,2.7853,1.6021,ADJ,intermediaire
chambertin,0.6100,0.0400,12.4000,2.7853,1.6021,NOM,intermediaire
chancelant,0.6100,0.0400,12.4000,2.7853,1.6021,ADJ,intermediaire
coulisser,0.6100,0.0400,12.4000,2.7853,1.6021,VER,intermediaire
dissipation,0.6100,0.0400,12.4000,2.7853,1.6021,NOM,intermediaire
dételer,0.6100,0.0400,12.4000,2.7853,1.6021,VER,intermediaire
enveloppant,0.6100,0.0400,12.4000,2.7853,1.6021,ADJ,intermediaire
ganache,0.6100,0.0400,12.4000,2.7853,1.6021,NOM,intermediaire
inspirateur,0.6100,0.0400,12.4000,2.7853,1.6021,"ADJ, NOM",intermediaire
mollir,0.6100,0.0400,12.4000,2.7853,1.6021,VER,intermediaire
momifié,0.6100,0.0400,12.4000,2.7853,1.6021,ADJ,intermediaire
narval,0.6100,0.0400,12.4000,2.7853,1.6021,NOM,intermediaire
noviciat,0.6100,0.0400,12.4000,2.7853,1.6021,NOM,intermediaire
pacson,0.6100,0.0400,12.4000,2.7853,1.6021,NOM,intermediaire
ragoûtant,0.6100,0.0400,12.4000,2.7853,1.6021,ADJ,intermediaire
rétréci,0.6100,0.0400,12.4000,2.7853,1.6021,ADJ,intermediaire
sournoiserie,0.6100,0.0400,12.4000,2.7853,1.6021,NOM,intermediaire
stagnant,0.6100,0.0400,12.4000,2.7853,1.6021,ADJ,intermediaire
tassement,0.6100,0.0400,12.4000,2.7853,1.6021,NOM,intermediaire
tondeur,0.6100,0.0400,12.4000,2.7853,1.6021,NOM,intermediaire
transcendance,0.6100,0.0400,12.4000,2.7853,1.6021,NOM,intermediaire
triptyque,0.6100,0.0400,12.4000,2.7853,1.6021,NOM,intermediaire
boulevard,52.0300,4.1900,12.3905,4.7163,3.6222,NOM,debutant
brocanteur,3.5800,0.2800,12.3793,3.5539,2.4472,NOM,intermediaire
articuler,4.3200,0.3400,12.3714,3.6355,2.5315,VER,intermediaire
affolant,1.3500,0.1000,12.3636,3.1303,2.0000,ADJ,intermediaire
désagrégation,1.3500,0.1000,12.3636,3.1303,2.0000,NOM,intermediaire
fallacieux,1.3500,0.1000,12.3636,3.1303,2.0000,ADJ,intermediaire
porphyre,1.3500,0.1000,12.3636,3.1303,2.0000,NOM,intermediaire
complaisance,10.0000,0.8000,12.3580,4.0000,2.9031,NOM,intermediaire
spongieux,2.0900,0.1600,12.3529,3.3201,2.2041,ADJ,intermediaire
pommette,2.7000,0.2100,12.3182,3.4314,2.3222,NOM,intermediaire
enfantillage,1.9600,0.1500,12.3125,3.2923,2.1761,NOM,intermediaire
incandescent,1.9600,0.1500,12.3125,3.2923,2.1761,ADJ,intermediaire
hilarité,4.0500,0.3200,12.3030,3.6075,2.5051,NOM,intermediaire
disgracieux,1.2200,0.0900,12.3000,3.0864,1.9542,ADJ,intermediaire
blondeur,2.5700,0.2000,12.2857,3.4099,2.3010,NOM,intermediaire
tinter,3.9200,0.3100,12.2812,3.5933,2.4914,VER,intermediaire
rococo,1.8300,0.1400,12.2667,3.2625,2.1461,"ADJ, NOM",intermediaire
goulu,0.4800,0.0300,12.2500,2.6812,1.4771,"ADJ, NOM",expert
enfantin,11.0100,0.8900,12.2444,4.0418,2.9494,ADJ,intermediaire
répugnance,6.9600,0.5600,12.2281,3.8426,2.7482,NOM,intermediaire
sourdingue,1.8200,0.1400,12.2000,3.2601,2.1461,"ADJ, NOM",intermediaire
teinte,7.4300,0.6000,12.1967,3.8710,2.7782,NOM,intermediaire
trapu,4.8600,0.3900,12.1750,3.6866,2.5911,ADJ,intermediaire
grief,2.9100,0.2300,12.1667,3.4639,2.3617,NOM,intermediaire
absorbé,2.3000,0.1800,12.1579,3.3617,2.2553,ADJ,intermediaire
bourru,3.5100,0.2800,12.1379,3.5453,2.4472,ADJ,intermediaire
vioque,5.2000,0.4200,12.1163,3.7160,2.6232,"ADJ, NOM",intermediaire
essorer,1.0800,0.0800,12.1111,3.0334,1.9031,VER,intermediaire
patère,1.0800,0.0800,12.1111,3.0334,1.9031,NOM,intermediaire
surabondance,1.0800,0.0800,12.1111,3.0334,1.9031,NOM,intermediaire
noueux,2.7700,0.2200,12.0870,3.4425,2.3424,ADJ,intermediaire
promeneur,2.7700,0.2200,12.0870,3.4425,2.3424,NOM,intermediaire
relief,13.5100,1.1100,12.0714,4.1307,3.0453,NOM,debutant
engourdissement,5.4100,0.4400,12.0444,3.7332,2.6435,NOM,intermediaire
affleurement,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
allégement,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
asphyxiant,0.4700,0.0300,12.0000,2.6721,1.4771,ADJ,expert
catogan,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
charivari,0.9500,0.0700,12.0000,2.9777,1.8451,NOM,intermediaire
compulser,0.4700,0.0300,12.0000,2.6721,1.4771,VER,expert
courlis,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
deviser,0.4700,0.0300,12.0000,2.6721,1.4771,VER,expert
diabolo,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
dorure,0.9500,0.0700,12.0000,2.9777,1.8451,NOM,intermediaire
débarqué,0.4700,0.0300,12.0000,2.6721,1.4771,ADJ,expert
décoloré,0.9500,0.0700,12.0000,2.9777,1.8451,ADJ,intermediaire
délayer,0.4700,0.0300,12.0000,2.6721,1.4771,VER,expert
dérivatif,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
encastrer,0.4700,0.0300,12.0000,2.6721,1.4771,VER,expert
fulgurance,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
gorger,0.4700,0.0300,12.0000,2.6721,1.4771,VER,expert
heurtoir,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
jacassement,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
ouvrable,0.4700,0.0300,12.0000,2.6721,1.4771,ADJ,expert
parcheminé,0.4700,0.0300,12.0000,2.6721,1.4771,ADJ,expert
politburo,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
redoublement,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
retrouvaille,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
sableux,0.4700,0.0300,12.0000,2.6721,1.4771,ADJ,expert
soutier,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
souvenance,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
suroît,0.4700,0.0300,12.0000,2.6721,1.4771,NOM,expert
échancré,0.4700,0.0300,12.0000,2.6721,1.4771,ADJ,expert
trame,5.2700,0.4300,12.0000,3.7218,2.6335,NOM,intermediaire
vareuse,6.8200,0.5600,11.9825,3.8338,2.7482,NOM,intermediaire
apprivoiser,5.1400,0.4200,11.9767,3.7110,2.6232,VER,intermediaire
interrogateur,2.5000,0.2000,11.9524,3.3979,2.3010,"ADJ, NOM",intermediaire
clinquant,1.4200,0.1100,11.9167,3.1523,2.0414,"ADJ, NOM",intermediaire
blancheur,14.7300,1.2300,11.8871,4.1682,3.0899,NOM,debutant
guéridon,8.3100,0.6900,11.8857,3.9196,2.8388,NOM,intermediaire
pogne,8.3100,0.6900,11.8857,3.9196,2.8388,NOM,intermediaire
boulier,1.8900,0.1500,11.8750,3.2765,2.1761,NOM,intermediaire
caftan,1.8900,0.1500,11.8750,3.2765,2.1761,NOM,intermediaire
jabot,1.8900,0.1500,11.8750,3.2765,2.1761,NOM,intermediaire
inégal,2.8400,0.2300,11.8750,3.4533,2.3617,ADJ,intermediaire
romancier,8.1800,0.6800,11.8696,3.9128,2.8325,NOM,intermediaire
analogue,5.2000,0.4300,11.8409,3.7160,2.6335,"ADJ, NOM",intermediaire
divers,25.8800,2.1800,11.8219,4.4130,3.3385,ADJ,debutant
châtaignier,1.7600,0.1400,11.8000,3.2455,2.1461,NOM,intermediaire
filial,1.7600,0.1400,11.8000,3.2455,2.1461,ADJ,intermediaire
gravats,4.1200,0.3400,11.8000,3.6149,2.5315,NOM,intermediaire
hennissement,1.7600,0.1400,11.8000,3.2455,2.1461,NOM,intermediaire
cambouis,4.5900,0.3800,11.7949,3.6618,2.5798,NOM,intermediaire
gisant,2.7000,0.2200,11.7826,3.4314,2.3424,"ADJ, NOM",intermediaire
garni,3.6400,0.3000,11.7742,3.5611,2.4771,"ADJ, NOM",intermediaire
méprisant,4.8000,0.4000,11.7317,3.6812,2.6021,ADJ,intermediaire
ouvrant,4.3300,0.3600,11.7297,3.6365,2.5563,"ADJ, NOM",intermediaire
languide,1.2800,0.1000,11.7273,3.1072,2.0000,ADJ,intermediaire
lichen,1.2800,0.1000,11.7273,3.1072,2.0000,NOM,intermediaire
rébus,1.2800,0.1000,11.7273,3.1072,2.0000,NOM,intermediaire
acrimonie,0.8100,0.0600,11.7143,2.9085,1.7782,NOM,intermediaire
enjambée,0.8100,0.0600,11.7143,2.9085,1.7782,NOM,intermediaire
grandiloquence,0.8100,0.0600,11.7143,2.9085,1.7782,NOM,intermediaire
grossissement,0.8100,0.0600,11.7143,2.9085,1.7782,NOM,intermediaire
pourliche,0.8100,0.0600,11.7143,2.9085,1.7782,NOM,intermediaire
pourrissant,0.8100,0.0600,11.7143,2.9085,1.7782,ADJ,intermediaire
priser,0.8100,0.0600,11.7143,2.9085,1.7782,VER,intermediaire
sirupeux,0.8100,0.0600,11.7143,2.9085,1.7782,ADJ,intermediaire
tortillon,0.8100,0.0600,11.7143,2.9085,1.7782,NOM,intermediaire
trombe,7.2300,0.6100,11.6774,3.8591,2.7853,NOM,intermediaire
aqueux,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
assimilé,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
bicher,0.3400,0.0200,11.6667,2.5315,1.3010,VER,expert
bouchonner,0.3400,0.0200,11.6667,2.5315,1.3010,VER,expert
bourgeonner,0.3400,0.0200,11.6667,2.5315,1.3010,VER,expert
caniculaire,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
chatouillis,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
chaudronnier,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
compensatoire,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
congère,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
craqueler,0.3400,0.0200,11.6667,2.5315,1.3010,VER,expert
cuissage,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
culmination,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
daigner,0.3400,0.0200,11.6667,2.5315,1.3010,VER,expert
dissemblable,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
doctrinaire,0.3400,0.0200,11.6667,2.5315,1.3010,"ADJ, NOM",expert
dualisme,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
endogamie,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
enfouraillé,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
ensuivre,0.3400,0.0200,11.6667,2.5315,1.3010,VER,expert
frelaté,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
ganse,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
hambourgeois,0.3400,0.0200,11.6667,2.5315,1.3010,"ADJ, NOM",expert
herculéen,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
hiverner,0.3400,0.0200,11.6667,2.5315,1.3010,VER,expert
incorrection,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
jésuitique,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
levage,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
luxurieux,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
membrure,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
millimétré,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
montrable,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
mortibus,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
paillote,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
pataquès,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
poivré,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
professorat,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
pustuleux,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
pétulance,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
quadrangulaire,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
rapatrié,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
retombant,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
répudiation,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
satisfecit,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
satrape,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
scrofuleux,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
stuka,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
surgeon,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
suriner,0.3400,0.0200,11.6667,2.5315,1.3010,VER,expert
surplombant,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
tamisé,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
tubercule,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
vachette,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
verdi,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
versatilité,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
victoria,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
zélote,0.3400,0.0200,11.6667,2.5315,1.3010,NOM,expert
évidé,0.3400,0.0200,11.6667,2.5315,1.3010,ADJ,expert
directoire,2.0900,0.1700,11.6667,3.3201,2.2304,NOM,intermediaire
frottement,3.7200,0.3100,11.6562,3.5705,2.4914,NOM,intermediaire
gammée,2.4300,0.2000,11.6190,3.3856,2.3010,ADJ,intermediaire
slave,2.4300,0.2000,11.6190,3.3856,2.3010,"ADJ, NOM",intermediaire
quintette,1.1500,0.0900,11.6000,3.0607,1.9542,NOM,intermediaire
grimacer,1.9600,0.1600,11.5882,3.2923,2.2041,VER,intermediaire
exotisme,2.7700,0.2300,11.5833,3.4425,2.3617,NOM,intermediaire
senteur,6.0100,0.5100,11.5769,3.7789,2.7076,NOM,intermediaire
gourmandise,5.5400,0.4700,11.5625,3.7435,2.6721,NOM,intermediaire
vitreux,3.9200,0.3300,11.5588,3.5933,2.5185,ADJ,intermediaire
lyrisme,3.1100,0.2600,11.5556,3.4928,2.4150,NOM,intermediaire
masure,2.3000,0.1900,11.5500,3.3617,2.2788,NOM,intermediaire
chauvin,4.2600,0.3600,11.5405,3.6294,2.5563,"ADJ, NOM",intermediaire
bougnoule,1.4900,0.1200,11.5385,3.1732,2.0792,NOM,intermediaire
diatribe,1.4900,0.1200,11.5385,3.1732,2.0792,NOM,intermediaire
havresac,1.4900,0.1200,11.5385,3.1732,2.0792,NOM,intermediaire
vaciller,3.4500,0.2900,11.5333,3.5378,2.4624,VER,intermediaire
épaisseur,21.8900,1.8900,11.5263,4.3402,3.2765,NOM,debutant
adjoindre,0.6800,0.0500,11.5000,2.8325,1.6990,VER,intermediaire
anémone,0.6800,0.0500,11.5000,2.8325,1.6990,NOM,intermediaire
argotique,0.6800,0.0500,11.5000,2.8325,1.6990,ADJ,intermediaire
chaussé,0.6800,0.0500,11.5000,2.8325,1.6990,ADJ,intermediaire
chevauchant,0.6800,0.0500,11.5000,2.8325,1.6990,ADJ,intermediaire
cisailler,0.6800,0.0500,11.5000,2.8325,1.6990,VER,intermediaire
cruchon,0.6800,0.0500,11.5000,2.8325,1.6990,NOM,intermediaire
discontinuité,0.6800,0.0500,11.5000,2.8325,1.6990,NOM,intermediaire
exultation,0.6800,0.0500,11.5000,2.8325,1.6990,NOM,intermediaire
frange,8.0400,0.6900,11.5000,3.9053,2.8388,NOM,intermediaire
linon,0.6800,0.0500,11.5000,2.8325,1.6990,NOM,intermediaire
rectitude,0.6800,0.0500,11.5000,2.8325,1.6990,NOM,intermediaire
surimpression,0.6800,0.0500,11.5000,2.8325,1.6990,NOM,intermediaire
doudou,6.7600,0.5800,11.4746,3.8299,2.7634,NOM,intermediaire
alezan,1.4800,0.1200,11.4615,3.1703,2.0792,"ADJ, NOM",intermediaire
crépiter,1.8200,0.1500,11.4375,3.2601,2.1761,VER,intermediaire
casaque,2.1600,0.1800,11.4211,3.3345,2.2553,NOM,intermediaire
exténué,2.1600,0.1800,11.4211,3.3345,2.2553,ADJ,intermediaire
garçonnet,2.5000,0.2100,11.4091,3.3979,2.3222,NOM,intermediaire
sédentaire,2.5000,0.2100,11.4091,3.3979,2.3222,"ADJ, NOM",intermediaire
paroxysme,3.1800,0.2700,11.3929,3.5024,2.4314,NOM,intermediaire
pigeonnier,3.1800,0.2700,11.3929,3.5024,2.4314,NOM,intermediaire
vivacité,8.5100,0.7400,11.3600,3.9299,2.8692,NOM,intermediaire
irritation,9.1900,0.8000,11.3580,3.9633,2.9031,NOM,intermediaire
